relation,x_type,y_type,x_id,y_id,uid,x_preferred_name,y_preferred_name,x_preferred_name_score,y_preferred_name_score
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9780,:40361216:QW9DbX3U4yc8iP2ugNLKfx,duchenne muscular dystrophy,piezo1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287,:40359883:JrogmgpD3XR4BMnqfQWogW,duchenne muscular dystrophy,abnormality of mitochondrial metabolism,1000.0,1000.0
indication,drug,disease,kg4rd:2587,kg4rd:10679,:40329365:KvpNhfppc4UqLftn7JrsxH,colforsin,duchenne muscular dystrophy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34392,:40320555:JbxHBTqThzcwWzmP6FS7RU,duchenne muscular dystrophy,joint contracture,93.10344827586206,95.65217391304348
disease_protein,disease,gene/protein,kg4rd:16899,kg4rd:1756,:40320137:XCzdXMJN3Cs4ZUoxGj6atC,obsolete duchenne and becker muscular dystrophy,dmd,85.0574712643678,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16899,kg4rd:200123,:40320137:LyHkXDpBoC8joNccufmkw2,obsolete duchenne and becker muscular dystrophy,chronic hepatitis,85.0574712643678,86.95652173913044
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:9025,:40320137:NigH6eg8Pk3Zxtr87s7TXA,becker muscular dystrophy,increased connective tissue,1000.0,92.85714285714286
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:2617,:40320137:6FeykKqye65CN3UA8crRgg,becker muscular dystrophy,vascular dilatation,1000.0,87.17948717948718
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:200123,:40275384:23ot3rrAo9aKYyGsQyy2sy,duchenne muscular dystrophy,chronic hepatitis,1000.0,86.95652173913044
bioprocess_protein,biological_process,gene/protein,kg4rd:19222,kg4rd:2099,:40258782:cSVxBWUzHZJ9Qdz9F4UmxV,regulation of metabolic process,esr1,88.88888888888889,92.3076923076923
drug_protein,drug,gene/protein,kg4rd:820,kg4rd:5144,:40217158:bJ9saxDyxSS4BqrC4sHnGW,tadalafil,pde4d,1000.0,86.36363636363636
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5144,:40217158:8s6o92h784fCTHKyMErkkD,duchenne muscular dystrophy,pde4d,93.10344827586206,86.36363636363636
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644,:40203679:B6c2NfrbmQUEti6oQYc5vk,duchenne muscular dystrophy,dilated cardiomyopathy,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:23411,:40195304:gE7Xu5hLF966xvk6Ez4Xmj,duchenne muscular dystrophy,sirt1,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:2709,kg4rd:23411,:40195304:E5pbDFDQML8qoNR4MrGkbc,resveratrol,sirt1,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:19056,:40167615:V2iACj39w4LjcSTisUMBDn,duchenne muscular dystrophy,neuromuscular disease,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:970,:40147446:XoYJuJxXfrmAwTP99VSt2v,duchenne muscular dystrophy,anhidrosis,1000.0,89.47368421052632
drug_protein,drug,gene/protein,kg4rd:313,kg4rd:1756,:40141224:i3yDrSoYQSUaVuevBhhqnH,valproic acid,dmd,86.66666666666667,1000.0
indication,drug,disease,kg4rd:790,kg4rd:10679,:40130400:VPHiWp7KmpmNLmpPCSXnPB,perindopril,duchenne muscular dystrophy,1000.0,1000.0
indication,drug,disease,kg4rd:612,kg4rd:10679,:40130400:HaXVzwN5oGm6PiJ4vzVRUe,bisoprolol,duchenne muscular dystrophy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162,:40130400:bcs5AMxBDU8duyijLJ2uJG,duchenne muscular dystrophy,abnormal left ventricular function,1000.0,90.19607843137256
drug_drug,drug,drug,kg4rd:790,kg4rd:612,:40130400:dCVevRewaU9Lpqb5axLzPw,perindopril,bisoprolol,1000.0,1000.0
indication,drug,disease,kg4rd:260,kg4rd:10679,:40118057:FARdqe8MLZ3vuQ4PYPB9Cm,cycloserine,duchenne muscular dystrophy,85.71428571428572,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:20121,:40112439:6bkNMEg8PoH2SaWBVYnWYi,duchenne muscular dystrophy,muscular dystrophy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18881,kg4rd:3546,:40110646:nF7eJqw75fVMXMsMffkYqa,myelodysplastic syndrome,exercise intolerance,85.71428571428572,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25406,:40102886:j8eaWLaoCwaR2nnDMmNK9c,duchenne muscular dystrophy,asthenia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:9067,:40102886:WbgCsK9YVCnYe6RSWVXvz6,proximal spinal muscular atrophy,progressive spinal muscular atrophy,1000.0,89.85507246376811
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:25406,:40102886:HuLBma2F6Y754Vs6sNmdE9,proximal spinal muscular atrophy,asthenia,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:15667,:40101139:idXW6bW58MwJtfJwmt3ijV,duchenne muscular dystrophy,acute myeloid leukemia,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:4992,kg4rd:1756,:40101139:VaCvWSLWpBXC7kaapSboaP,cancer,dmd,1000.0,1000.0
indication,drug,disease,kg4rd:9083,kg4rd:5252,:40089543:L5wndbVKskaD3SweuvDycP,ivabradine,heart failure,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3678,:40051007:7XFY2N4yS5TSkAfCWSiuyg,duchenne muscular dystrophy,rapidly progressive,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:7340,:40051007:DN2GavR7Bef6bTxXKoLddy,qualitative or quantitative defects of dystrophin,lower limb muscle weakness,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:3391,:40051007:YqSye4mLZMoctwUTmJDuUT,qualitative or quantitative defects of dystrophin,gowers sign,1000.0,100.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:5336,kg4rd:3236,:40051007:TPghwo9TViwh4Egja3WN7H,myopathy,elevated circulating creatine kinase concentration,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:5336,kg4rd:10834,:40051007:deQ4WUockHAXx7vZhji7JS,myopathy,trophic changes related to pain,1000.0,90.9090909090909
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2360,:40021828:A4gTbZSXiwi8JnmmphcDXe,duchenne muscular dystrophy,sleep abnormality,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1685,:40008976:gQBGVzVrQYni4s2BQkeLEe,duchenne muscular dystrophy,myocardial fibrosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:33667,:39998149:G8eyFAETXgs4kKTnuLCBFV,becker muscular dystrophy,diminished mental health,92.5925925925926,90.9090909090909
indication,drug,disease,kg4rd:11921,kg4rd:10311,:39998149:bSbvzArkrubUaVfCN8pTEY,deflazacort,becker muscular dystrophy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:12593,:39998149:YVgCAQy6odtkD6a8MgRT2q,becker muscular dystrophy,nephrotic range proteinuria,92.5925925925926,100.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2180,:39973462:mPGx8SR5hCQYrekURHowWA,duchenne muscular dystrophy,neurodegeneration,1000.0,89.41176470588236
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3677,:39962811:joaXcjHJ6P4o2TfmSi7buJ,duchenne muscular dystrophy,slowly progressive,1000.0,88.37209302325581
drug_protein,drug,gene/protein,kg4rd:16935,kg4rd:1756,:39960827:gULyGA4Kr57tRUwTx8LwZ9,20-hydroxyecdysone,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7018,:39946777:W7NP46vbExFyENvVSEdAsN,duchenne muscular dystrophy,attention deficit hyperactivity disorder,1000.0,98.76543209876543
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2650,:39945205:dRAsbDzqtFh9vibjko8nMA,duchenne muscular dystrophy,scoliosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3693,:39939773:caATbeLf3bLQR2DbjVVZA7,duchenne muscular dystrophy,distal amyotrophy,1000.0,86.79245283018868
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7402,:39939773:V3LbftQCzrEjTDiNm4CLhz,duchenne muscular dystrophy,utrn,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:18186,kg4rd:1756,:39916519:2Ap4yiwUpQAD88CR4GVbCS,bmn-351,dmd,100.0,1000.0
disease_protein,disease,gene/protein,kg4rd:14893,kg4rd:1457,:39915227:EvH3deJ2QVqJtQp43rxNMt,okur-chung neurodevelopmental syndrome,csnk2a1,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6000023,:39894866:NwKwwqg8RoDtHyRgYDv7uM,duchenne muscular dystrophy,lack of sufficient daily physical activity,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3676,:39889824:mJMtxFuQMptZFubfpsUa6Z,duchenne muscular dystrophy,progressive,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:10468,kg4rd:9365,:39889824:Vcd9N4B8RHXLsvbNkEFCnt,regulation of gene expression,kl,1000.0,1000.0
contraindication,drug,disease,kg4rd:675,kg4rd:10679,:39879732:SqMVcNHFLNSfgSCdP4Vbnk,tamoxifen,duchenne muscular dystrophy,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:2335,:39874107:Bb6d3353R2DJqmSEB2hivt,skeletal muscle tissue regeneration,fn1,88.88888888888889,85.71428571428572
bioprocess_protein,biological_process,gene/protein,kg4rd:14834,kg4rd:2335,:39874107:kYVWxBqV2Vx2LeSMuhUqvb,skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration,fn1,1000.0,85.71428571428572
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-157118,kg4rd:2335,:39874107:2vSyVHiZCRyNemijMEMWgh,signaling by notch,fn1,90.9090909090909,85.71428571428572
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-198745,kg4rd:2335,:39874107:deUC9Jg8iazLb3igqZ5ucm,signalling to stat3,fn1,88.23529411764706,85.71428571428572
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2335,:39874107:REBNuVi7WSP3LEfAYuf7Zt,duchenne muscular dystrophy,fn1,93.10344827586206,85.71428571428572
disease_protein,disease,gene/protein,kg4rd:3939,kg4rd:2335,:39874107:EmmbHxxzTGKQK6CePDqhgK,muscle tissue disorder,fn1,97.14285714285714,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:25406,:39865125:JJXrrob89ire4Ni8T936tY,muscular dystrophy,asthenia,89.47368421052632,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:45214,kg4rd:51132,:39865125:FnQaRvoyN7UuwJMmKHTiEL,sarcomere organization,rlim,1000.0,89.85507246376811
bioprocess_protein,biological_process,gene/protein,kg4rd:16567,kg4rd:8736,:39865125:TaEyVmu36wQqYW4ktMygUV,protein ubiquitination,myom1,1000.0,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:16567,kg4rd:58529,:39865125:3Pkh3jbtktihyka4a8a98z,protein ubiquitination,myoz1,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:5298,:39864173:BHNnm9h6QSXJBPPEHUncfL,duchenne muscular dystrophy,osteoporosis,93.10344827586206,1000.0
indication,drug,disease,kg4rd:6285,kg4rd:5298,:39864173:GhWR3bwUaGkkfkQRxfrRJx,teriparatide,osteoporosis,1000.0,1000.0
indication,drug,disease,kg4rd:19171,kg4rd:10679,:39859157:jVzMcAbgxmJHDphbfstKaS,ectoine,duchenne muscular dystrophy,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:19171,kg4rd:9474,:39859157:hcyhWCmVwNrhtE2DBbtwSd,ectoine,atg5,1000.0,88.37209302325581
drug_protein,drug,gene/protein,kg4rd:19171,kg4rd:3310,:39859157:7rfhvkKRvC8ypZSZN9CBQQ,ectoine,hspa6,1000.0,91.52542372881356
drug_protein,drug,gene/protein,kg4rd:19171,kg4rd:2475,:39859157:8xc9zmx7EXNsvEGY7LhyX3,ectoine,mtor,1000.0,92.06349206349206
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25464,:39806512:KYgvPQ5NjGeJpFWCshq2kn,duchenne muscular dystrophy,increased reactive oxygen species production,1000.0,1000.0
indication,drug,disease,kg4rd:18884,kg4rd:10679,:39793573:V6XgNT5ck9a5RmVUR5sDcg,brogidirsen,duchenne muscular dystrophy,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:18884,kg4rd:1756,:39793573:C7o8L8uxaYS42fXHHJ8CU7,brogidirsen,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4322,:39792921:mYo3Juk69pDcwiXtEjPD4H,duchenne muscular dystrophy,short stature,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:708,:39792584:MVBp9JQ7DvHaAXdH4i3HrF,duchenne muscular dystrophy,atypical behavior,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32341,:39775224:kYTatN6rw2oCgPm7SqNEpf,duchenne muscular dystrophy,reduced forced vital capacity,93.10344827586206,93.5483870967742
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8964,:39760982:DXV8Ahuj6aDn5BizTcFi84,duchenne muscular dystrophy,nonprogressive muscular atrophy,88.52459016393442,88.52459016393442
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:164,:39760982:5nnqAj6teBWp2KS6wWnqfa,duchenne muscular dystrophy,abnormality of the dentition,88.52459016393442,92.3076923076923
indication,drug,disease,kg4rd:1050,kg4rd:10679,:39751888:CY7vdbMn87cwUjpCyhKmdo,ibuprofen,duchenne muscular dystrophy,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:18945,:39749981:hai6X7zJ3dCAxe4wBt6J3n,duchenne muscular dystrophy,mcleod neuroacanthocytosis syndrome,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:8356,kg4rd:1756,:39723578:YGCeRi7HqtvqwvoELuTf6M,asymmetric cell division,dmd,97.95918367346938,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:3323,:39719374:X8rjSYFsyVQdMYBtVPrt8S,qualitative or quantitative defects of dystrophin,progressive muscle weakness,88.23529411764706,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:739,:39719374:4MSSeN5cnEamZQenv9jJZ5,qualitative or quantitative defects of dystrophin,anxiety,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:7018,:39719374:BCeVqAh46FdzbWP6v9XRTT,qualitative or quantitative defects of dystrophin,attention deficit hyperactivity disorder,1000.0,94.11764705882352
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:722,:39719374:cMFxQFaBTowwL86aKkzJje,qualitative or quantitative defects of dystrophin,compulsive behaviors,1000.0,93.5483870967742
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:716,:39719374:b66DfM923NYy3DVy4W5qRC,qualitative or quantitative defects of dystrophin,depression,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:717,:39719374:RWay3iJAQrWBpESZ3d5qKJ,qualitative or quantitative defects of dystrophin,autism,1000.0,92.3076923076923
drug_effect,drug,effect/phenotype,kg4rd:5016,kg4rd:6532,:39719075:M2ydJdW7eJhSnRU7NsMHff,ataluren,recurrent pneumonia,1000.0,86.48648648648648
drug_effect,drug,effect/phenotype,kg4rd:5016,kg4rd:2505,:39719075:5UvHEQjBS4x7nTyv6hLShg,ataluren,loss of ambulation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1324,:39718956:NqcLNAtdvEXXbKP6dNmiTr,qualitative or quantitative defects of dystrophin,muscle weakness,88.23529411764706,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:3546,:39718956:DLUKtsizBazg7KcSFLrX7d,qualitative or quantitative defects of dystrophin,exercise intolerance,88.23529411764706,88.88888888888889
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3077,:39716324:RfkyBdtD9MS8pxnhUHMn6H,duchenne muscular dystrophy,hyperlipidemia,1000.0,1000.0
indication,drug,disease,kg4rd:15114,kg4rd:10679,:39715964:CBDu4MkUWJSoXQ3WW3yuAG,vamorolone,duchenne muscular dystrophy,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:15114,kg4rd:4324,:39715964:W7RZyQcCvMpieC8FrT32Qc,vamorolone,increased body weight,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:15114,kg4rd:855,:39715964:ipkpfFuuhqusVt6jWHTX7q,vamorolone,insulin resistance,1000.0,1000.0
drug_protein,drug,gene/protein,kg4rd:15083,kg4rd:2660,:39713935:4xpLzT3gcubj9fW9eT6D8E,domagrozumab,mstn,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:7476,:39702274:PPm3sDHPjFoCV2Toxp3QMZ,skeletal muscle tissue regeneration,wnt7a,88.88888888888889,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7476,:39702274:n6UTkR8UhXr4Y4YbR4Jfjy,duchenne muscular dystrophy,wnt7a,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1510,:39669499:5bhD4KB8URT3D69ZJ3rkRy,duchenne muscular dystrophy,growth delay,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100512,:39669499:fu4ci8oxKM2LaiTkGXiuGW,duchenne muscular dystrophy,decreased circulating vitamin d concentration,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33428,:39669499:nH8iShVaBPT2jCMMFvJFtc,duchenne muscular dystrophy,systemic autoinflammation,1000.0,91.30434782608697
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1756,:39669499:knfr4bmr28sQWqe3yFBDye,duchenne muscular dystrophy,vestibular hyporeflexia,1000.0,85.71428571428572
cellcomp_protein,cellular_component,gene/protein,kg4rd:31012,kg4rd:1605,:39663457:Q7mNzpVQwKzp6373iYCTQH,extracellular matrix,dag1,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2659,:39648958:7Z8ZdSakG5Eehi4shmeeuR,duchenne muscular dystrophy,increased susceptibility to fractures,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8443,:39630734:MDirn3q6Qs7xng6eL3pXRq,duchenne muscular dystrophy,neuropathic spinal arthropathy,1000.0,88.23529411764706
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2540,:39630734:FyrbtC7xNZwwSgdRCumb6k,duchenne muscular dystrophy,inability to walk,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3812,:39621041:4kueP7cyYR3oB466eKceL2,becker muscular dystrophy,phenotypic variability,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19056,kg4rd:2878,:39618072:cECJ5UsFzSZZyk5JnqqEYY,neuromuscular disease,respiratory failure,97.67441860465115,1000.0
drug_effect,drug,effect/phenotype,kg4rd:202,kg4rd:2047,:39618072:BEBtX9zhEznniiqbBbQeUD,succinylcholine,malignant hyperthermia,1000.0,1000.0
drug_effect,drug,effect/phenotype,kg4rd:202,kg4rd:2153,:39618072:CX2U8G3MM7KgCbUfR8qhSB,succinylcholine,hyperkalemia,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:1756,:39595988:ZaYrLNrJ5E3EXNoVWxbzYT,muscular atrophy,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100033,:39595938:XuBCwQJmitznLhQ7w9yGqv,duchenne muscular dystrophy,tics,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12378,:39576166:9dDwtfjnxkxRxBRT83F7Ha,duchenne muscular dystrophy,fatigue,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8055,kg4rd:12378,:39576166:Y69aq7fhWztaKxoQVKi3E4,thomsen and becker disease,fatigue,90.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:35148,kg4rd:84624,:39567831:M65yBSHGcsJATA4X5qx5GZ,tube formation,fndc1,90.32258064516128,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:84624,:39567831:GvvJeWovefkZNbbxVqhd45,myoblast differentiation,fndc1,1000.0,90.9090909090909
disease_protein,disease,gene/protein,kg4rd:7294,kg4rd:84624,:39567831:itG6b4F7RbDqC3EyBzUWkd,central core myopathy,fndc1,87.17948717948718,1000.0
indication,drug,disease,kg4rd:635,kg4rd:16971,:39567576:aw66npMnSQgm9DoUVsYUmv,prednisone,limb-girdle muscular dystrophy,1000.0,1000.0
indication,drug,disease,kg4rd:635,kg4rd:10311,:39567576:9ZVSUpsptdS8rTzafqQtd9,prednisone,becker muscular dystrophy,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10311,kg4rd:16147,:39561886:VAhyfJ4KeusPWRR7iLxnib,becker muscular dystrophy,qualitative or quantitative defects of dystrophin,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:16147,:39561886:WpUVHqCoo8Mc4XpJT3xL8M,duchenne muscular dystrophy,qualitative or quantitative defects of dystrophin,1000.0,1000.0
indication,drug,disease,kg4rd:15005,kg4rd:10679,:39549635:SW77ZqAaijK9RDKgaLuArB,viltolarsen,duchenne muscular dystrophy,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:5045,:39534979:DeexuY93gN7eoNLQVocXHf,duchenne muscular dystrophy,hypertrophic cardiomyopathy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5200283,:39531786:HT6S5JV6PY3QvbBUoarpYm,duchenne muscular dystrophy,sleep-related breathing disorders,1000.0,88.13559322033898
disease_disease,disease,disease,kg4rd:10679,kg4rd:7147,:39531786:f5T76BgQYqqxWytAikb6sk,duchenne muscular dystrophy,obstructive sleep apnea syndrome,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2877,:39531786:e7pAxCrMQuwWAvEopD6dnN,duchenne muscular dystrophy,nocturnal hypoventilation,1000.0,1000.0
indication,drug,disease,kg4rd:6014,kg4rd:10679,:39527337:b2c46nC2LDphBcHwoXmt7x,eteplirsen,duchenne muscular dystrophy,1000.0,1000.0
indication,drug,disease,kg4rd:15593,kg4rd:10679,:39527337:TvMN6HQ3QfBdPrpo8qFfad,golodirsen,duchenne muscular dystrophy,1000.0,1000.0
indication,drug,disease,kg4rd:14984,kg4rd:10679,:39527337:N5tWXftr5mwenfck7ywFPr,casimersen,duchenne muscular dystrophy,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32654,:39519374:2gyzwsGqNuZLDrnTywsqN5,duchenne muscular dystrophy,impaired flow-mediated arterial dilatation,1000.0,85.18518518518519
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:3201,:39503119:QHj4FkgQwcStUiWoMFZBqh,muscular dystrophy,rhabdomyolysis,1000.0,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:3201,kg4rd:1663,:39503119:cjgqV7jHFv4VkRQskmgKeS,rhabdomyolysis,ventricular fibrillation,1000.0,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:3201,kg4rd:1695,:39503119:5jnAUGDnBRzV4PpWdEo4MA,rhabdomyolysis,cardiac arrest,1000.0,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:2153,kg4rd:1663,:39503119:hLhoo2A22WUVnkhPAeJo9z,hyperkalemia,ventricular fibrillation,1000.0,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:2153,kg4rd:1695,:39503119:2DHwpLhG3EeEWnxf8wN4YX,hyperkalemia,cardiac arrest,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:1756,:39499670:8KDLmfVv6kKAHmPRczBT82,"somatic muscle, invertebrate",dmd,1000.0,1000.0
