relation,x_type,y_type,x_id,y_id
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:9025
disease_disease,disease,disease,kg4rd:10311,kg4rd:19056
bioprocess_protein,biological_process,gene/protein,kg4rd:35148,kg4rd:84624
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25406
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7037
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:719
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:2878
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12100
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8878
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:12100
bioprocess_protein,biological_process,gene/protein,kg4rd:45117,kg4rd:857
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1631
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2540
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
disease_disease,disease,disease,kg4rd:10679,kg4rd:43218
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9759
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3127
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100295
bioprocess_protein,biological_process,gene/protein,kg4rd:51664,kg4rd:7942
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:551
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3687
disease_protein,disease,gene/protein,kg4rd:19079,kg4rd:6607
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1249
bioprocess_protein,biological_process,gene/protein,kg4rd:51170,kg4rd:10413
disease_phenotype_positive,disease,effect/phenotype,kg4rd:15128,kg4rd:2329
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:84552
disease_phenotype_positive,disease,effect/phenotype,kg4rd:5336,kg4rd:3236
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100033
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33044
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2344
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:7009
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11097
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1640
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:27250
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:939
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1714
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:3202
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:708
disease_disease,disease,disease,kg4rd:10679,kg4rd:19079
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:717
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2934
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3676
disease_disease,disease,disease,kg4rd:10679,kg4rd:43218
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:83667
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2094
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2659
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1462
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10468
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:101927204
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25502
anatomy_protein_present,anatomy,gene/protein,kg4rd:1015,kg4rd:3934
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2953
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3199
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:7018
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2540
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:2153
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:83667
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1270
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4322
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12531
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1249
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9780
bioprocess_protein,biological_process,gene/protein,kg4rd:33002,kg4rd:3565
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:6387
bioprocess_protein,biological_process,gene/protein,kg4rd:33002,kg4rd:3596
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2870
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2757
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:7476
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:1638
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_protein,disease,gene/protein,kg4rd:18881,kg4rd:3146
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2359
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3774
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2660
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4389
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25169
pathway_protein,pathway,gene/protein,kg4rd:R-HSA-198745,kg4rd:2335
disease_phenotype_positive,disease,effect/phenotype,kg4rd:43797,kg4rd:2747
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:834
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:7402
disease_phenotype_positive,disease,effect/phenotype,kg4rd:15128,kg4rd:1943
bioprocess_protein,biological_process,gene/protein,kg4rd:19043,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25502
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:401093
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7846
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:708
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3693
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8878
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2088
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11947
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:55214
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:10013
disease_phenotype_positive,disease,effect/phenotype,kg4rd:11925,kg4rd:6001147
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:10413
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:772
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:9636
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:1029
bioprocess_protein,biological_process,gene/protein,kg4rd:35148,kg4rd:928
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
disease_protein,disease,gene/protein,kg4rd:1010934,kg4rd:79147
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6696
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4976
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:3323
disease_protein,disease,gene/protein,kg4rd:1010441,kg4rd:10413
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9826
disease_protein,disease,gene/protein,kg4rd:5578,kg4rd:10394
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:5081
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100750
bioprocess_protein,biological_process,gene/protein,kg4rd:16236,kg4rd:50650
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2615
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1017
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:55669
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3552
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7076
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5200283
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:664
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6885
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4632
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9975
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1293
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100419743
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:219
anatomy_protein_present,anatomy,gene/protein,kg4rd:2036,kg4rd:1756
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:3201,kg4rd:1695
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:716
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33677
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1699,kg4rd:1756
disease_disease,disease,disease,kg4rd:10679,kg4rd:5249
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34314
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33428
disease_disease,disease,disease,kg4rd:10679,kg4rd:7743
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1324,kg4rd:246329
phenotype_protein,effect/phenotype,gene/protein,kg4rd:11969,kg4rd:5741
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:223
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635
disease_protein,disease,gene/protein,kg4rd:4992,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1635
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1407
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3701
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3724
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5200283
bioprocess_protein,biological_process,gene/protein,kg4rd:16567,kg4rd:58529
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:220
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:1685
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:361
bioprocess_protein,biological_process,gene/protein,kg4rd:1990765,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100033
disease_disease,disease,disease,kg4rd:10679,kg4rd:757
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6532
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:41166
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3693
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6001166
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:23476
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4386
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:664
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:3202
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:200008
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3677
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4000070
disease_protein,disease,gene/protein,kg4rd:8056,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7099
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1653
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:358
disease_disease,disease,disease,kg4rd:10679,kg4rd:6816
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2015
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2098
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:23586
disease_phenotype_positive,disease,effect/phenotype,kg4rd:1347,kg4rd:2597
disease_protein,disease,gene/protein,kg4rd:10399,kg4rd:190
disease_disease,disease,disease,kg4rd:10679,kg4rd:5267
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12337
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:387
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:23411
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2150
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:41166
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7298
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:494327
disease_phenotype_positive,disease,effect/phenotype,kg4rd:15128,kg4rd:1010
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10891
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2335
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:805
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25464,kg4rd:7026
bioprocess_protein,biological_process,gene/protein,kg4rd:43696,kg4rd:9748
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6688
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1249
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:4209
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2808
disease_protein,disease,gene/protein,kg4rd:3939,kg4rd:2335
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:716
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:9113,kg4rd:2791
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:100543
bioprocess_protein,biological_process,gene/protein,kg4rd:51146,kg4rd:7026
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:9067
anatomy_protein_absent,anatomy,gene/protein,kg4rd:1015,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1513
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:55869
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4395
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3687
bioprocess_protein,biological_process,gene/protein,kg4rd:1525,kg4rd:7026
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3323
bioprocess_protein,biological_process,gene/protein,kg4rd:43403,kg4rd:4205
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1520
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:5576
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:20110
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11003
bioprocess_protein,biological_process,gene/protein,kg4rd:43696,kg4rd:24145
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:83988
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3732
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635
disease_disease,disease,disease,kg4rd:10679,kg4rd:2081
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2162
bioprocess_protein,biological_process,gene/protein,kg4rd:7005,kg4rd:133522
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:64135
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4842
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:1605
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2353
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:45082
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12719
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7273
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7431
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4779
bioprocess_protein,biological_process,gene/protein,kg4rd:6936,kg4rd:4644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25169
bioprocess_protein,biological_process,gene/protein,kg4rd:42692,kg4rd:9869
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2938
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:9102,kg4rd:1252
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12531
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:57591
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9181
disease_disease,disease,disease,kg4rd:16147,kg4rd:10679
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:722
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3146
disease_protein,disease,gene/protein,kg4rd:19079,kg4rd:6606
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34314
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1627
disease_phenotype_positive,disease,effect/phenotype,kg4rd:5021,kg4rd:1635
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3394
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2149
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3676
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51676
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10059
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:717
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:6532,kg4rd:32341
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:708
disease_disease,disease,disease,kg4rd:10679,kg4rd:20121
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:50650
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:54551
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19056,kg4rd:10807
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6502
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
bioprocess_protein,biological_process,gene/protein,kg4rd:40007,kg4rd:6885
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4322
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:57585
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:2505
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3109
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2615
disease_protein,disease,gene/protein,kg4rd:5371,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1942
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:958
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7139
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3750,kg4rd:3934
disease_phenotype_positive,disease,effect/phenotype,kg4rd:5336,kg4rd:10834
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:939
bioprocess_protein,biological_process,gene/protein,kg4rd:97528,kg4rd:8737
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2859
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10159
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1635
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6722
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:5816
disease_disease,disease,disease,kg4rd:10679,kg4rd:16147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20123,kg4rd:3546
disease_disease,disease,disease,kg4rd:10311,kg4rd:16620
disease_protein,disease,gene/protein,kg4rd:16140,kg4rd:361
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6194
bioprocess_protein,biological_process,gene/protein,kg4rd:70085,kg4rd:124872
disease_disease,disease,disease,kg4rd:10311,kg4rd:16147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1638
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:10589
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:710
disease_disease,disease,disease,kg4rd:10679,kg4rd:16147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3812
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18881,kg4rd:2098
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25464
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3480
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2697
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8956
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:51191
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4308
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4712
disease_disease,disease,disease,kg4rd:10311,kg4rd:16147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:9130,kg4rd:2093
bioprocess_protein,biological_process,gene/protein,kg4rd:45445,kg4rd:4656
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635
disease_disease,disease,disease,kg4rd:10679,kg4rd:5260
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6098
disease_protein,disease,gene/protein,kg4rd:14893,kg4rd:1457
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18958,kg4rd:31177
bioprocess_protein,biological_process,gene/protein,kg4rd:55074,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18881,kg4rd:1507
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100512
disease_protein,disease,gene/protein,kg4rd:5212,kg4rd:5324
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12664
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:7402
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:200123
disease_disease,disease,disease,kg4rd:12020,kg4rd:8026
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2019
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:338758
disease_phenotype_positive,disease,effect/phenotype,kg4rd:18881,kg4rd:3546
disease_phenotype_positive,disease,effect/phenotype,kg4rd:15128,kg4rd:2902
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:23476
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:200123
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:24145
disease_phenotype_positive,disease,effect/phenotype,kg4rd:43218,kg4rd:1324
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2180
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:40270
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7805
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19056,kg4rd:2878
disease_disease,disease,disease,kg4rd:20121,kg4rd:8056
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:707
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2664
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10013
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6000023
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:211
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25464
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:649
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:5627
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3713
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:23411
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:5244
