head,rel,tail,score,in,head_ent,rel_ent,tail_ent,tail_id,tail_source
32149,3,14838,-0.11314535140991211,False,Duchenne muscular dystrophy:disease,indication,Succinylcholine:drug,DB00202,DrugBank
32149,3,14999,-0.11568784713745117,False,Duchenne muscular dystrophy:disease,indication,Quetiapine:drug,DB01224,DrugBank
32149,3,14140,-0.11972618103027344,False,Duchenne muscular dystrophy:disease,indication,Ziprasidone:drug,DB00246,DrugBank
32149,3,17558,-0.12381172180175781,False,Duchenne muscular dystrophy:disease,indication,Pregabalin:drug,DB00230,DrugBank
32149,3,14325,-0.1269392967224121,False,Duchenne muscular dystrophy:disease,indication,Clomipramine:drug,DB01242,DrugBank
32149,3,14161,-0.1281576156616211,False,Duchenne muscular dystrophy:disease,indication,Olanzapine:drug,DB00334,DrugBank
32149,3,14538,-0.1454010009765625,False,Duchenne muscular dystrophy:disease,indication,Disopyramide:drug,DB00280,DrugBank
32149,3,14212,-0.14775466918945312,False,Duchenne muscular dystrophy:disease,indication,Verapamil:drug,DB00661,DrugBank
32149,3,15001,-0.1480083465576172,False,Duchenne muscular dystrophy:disease,indication,Paliperidone:drug,DB01267,DrugBank
32149,3,14223,-0.15154457092285156,False,Duchenne muscular dystrophy:disease,indication,Risperidone:drug,DB00734,DrugBank
32149,3,15148,-0.1637716293334961,False,Duchenne muscular dystrophy:disease,indication,Escitalopram:drug,DB01175,DrugBank
32149,3,14543,-0.16586065292358398,False,Duchenne muscular dystrophy:disease,indication,Desipramine:drug,DB01151,DrugBank
32149,3,15078,-0.16778278350830078,False,Duchenne muscular dystrophy:disease,indication,Tramadol:drug,DB00193,DrugBank
32149,3,14229,-0.1691269874572754,False,Duchenne muscular dystrophy:disease,indication,Tretinoin:drug,DB00755,DrugBank
32149,3,14241,-0.1818695068359375,False,Duchenne muscular dystrophy:disease,indication,Fentanyl:drug,DB00813,DrugBank
32149,3,14196,-0.18339109420776367,False,Duchenne muscular dystrophy:disease,indication,Propranolol:drug,DB00571,DrugBank
32149,3,14951,-0.19141769409179688,False,Duchenne muscular dystrophy:disease,indication,Quinine:drug,DB00468,DrugBank
32149,3,14546,-0.19331836700439453,False,Duchenne muscular dystrophy:disease,indication,Metoclopramide:drug,DB01233,DrugBank
32149,3,14251,-0.19469690322875977,False,Duchenne muscular dystrophy:disease,indication,Tacrolimus:drug,DB00864,DrugBank
32149,3,14301,-0.1965646743774414,False,Duchenne muscular dystrophy:disease,indication,Nifedipine:drug,DB01115,DrugBank
32149,3,14959,-0.20575428009033203,False,Duchenne muscular dystrophy:disease,indication,Nicardipine:drug,DB00622,DrugBank
32149,3,14160,-0.21160221099853516,False,Duchenne muscular dystrophy:disease,indication,Methadone:drug,DB00333,DrugBank
32149,3,14189,-0.21277427673339844,False,Duchenne muscular dystrophy:disease,indication,Nortriptyline:drug,DB00540,DrugBank
32149,3,14295,-0.22938251495361328,False,Duchenne muscular dystrophy:disease,indication,Promethazine:drug,DB01069,DrugBank
32149,3,15074,-0.24863481521606445,False,Duchenne muscular dystrophy:disease,indication,Amphetamine:drug,DB00182,DrugBank
32149,3,15087,-0.2515392303466797,False,Duchenne muscular dystrophy:disease,indication,Venlafaxine:drug,DB00285,DrugBank
32149,3,14852,-0.25341796875,False,Duchenne muscular dystrophy:disease,indication,Procainamide:drug,DB01035,DrugBank
32149,3,14177,-0.255124568939209,False,Duchenne muscular dystrophy:disease,indication,Duloxetine:drug,DB00476,DrugBank
32149,3,14424,-0.25605297088623047,False,Duchenne muscular dystrophy:disease,indication,Methylene blue:drug,DB09241,DrugBank
32149,3,15311,-0.2752857208251953,False,Duchenne muscular dystrophy:disease,indication,Primidone:drug,DB00794,DrugBank
32149,3,15073,-0.27672290802001953,False,Duchenne muscular dystrophy:disease,indication,Fluvoxamine:drug,DB00176,DrugBank
32149,3,14792,-0.28650712966918945,False,Duchenne muscular dystrophy:disease,indication,Paclitaxel:drug,DB01229,DrugBank
32149,3,14830,-0.30127763748168945,False,Duchenne muscular dystrophy:disease,indication,Amantadine:drug,DB00915,DrugBank
32149,3,14186,-0.30951690673828125,False,Duchenne muscular dystrophy:disease,indication,Cisplatin:drug,DB00515,DrugBank
32149,3,14938,-0.31050682067871094,False,Duchenne muscular dystrophy:disease,indication,Reserpine:drug,DB00206,DrugBank
32149,3,15233,-0.31304073333740234,False,Duchenne muscular dystrophy:disease,indication,Dosulepin:drug,DB09167,DrugBank
32149,3,15616,-0.3152494430541992,False,Duchenne muscular dystrophy:disease,indication,Trimebutine:drug,DB09089,DrugBank
32149,3,14142,-0.3163156509399414,False,Duchenne muscular dystrophy:disease,indication,Metoprolol:drug,DB00264,DrugBank
32149,3,15082,-0.3169994354248047,False,Duchenne muscular dystrophy:disease,indication,Citalopram:drug,DB00215,DrugBank
32149,3,15098,-0.31915760040283203,False,Duchenne muscular dystrophy:disease,indication,Promazine:drug,DB00420,DrugBank
32149,3,15138,-0.3236536979675293,False,Duchenne muscular dystrophy:disease,indication,Selegiline:drug,DB01037,DrugBank
32149,3,14206,-0.3260383605957031,False,Duchenne muscular dystrophy:disease,indication,Chloroquine:drug,DB00608,DrugBank
32149,3,14171,-0.3291330337524414,False,Duchenne muscular dystrophy:disease,indication,Meperidine:drug,DB00454,DrugBank
32149,3,14244,-0.33239269256591797,False,Duchenne muscular dystrophy:disease,indication,Propofol:drug,DB00818,DrugBank
32149,3,14542,-0.3353252410888672,False,Duchenne muscular dystrophy:disease,indication,Maprotiline:drug,DB00934,DrugBank
32149,3,15291,-0.3358430862426758,False,Duchenne muscular dystrophy:disease,indication,Ropinirole:drug,DB00268,DrugBank
32149,3,14302,-0.33635616302490234,False,Duchenne muscular dystrophy:disease,indication,Amiodarone:drug,DB01118,DrugBank
32149,3,15146,-0.34166479110717773,False,Duchenne muscular dystrophy:disease,indication,Nefazodone:drug,DB01149,DrugBank
32149,3,15133,-0.34911060333251953,False,Duchenne muscular dystrophy:disease,indication,Pindolol:drug,DB00960,DrugBank
32149,3,14308,-0.3551363945007324,False,Duchenne muscular dystrophy:disease,indication,Carvedilol:drug,DB01136,DrugBank
32149,3,14547,-0.35676050186157227,False,Duchenne muscular dystrophy:disease,indication,Penbutolol:drug,DB01359,DrugBank
32149,3,15367,-0.36673831939697266,False,Duchenne muscular dystrophy:disease,indication,Pomalidomide:drug,DB08910,DrugBank
32149,3,14606,-0.3687171936035156,False,Duchenne muscular dystrophy:disease,indication,Thalidomide:drug,DB01041,DrugBank
32149,3,14158,-0.37248706817626953,False,Duchenne muscular dystrophy:disease,indication,Indomethacin:drug,DB00328,DrugBank
32149,3,15818,-0.37403249740600586,False,Duchenne muscular dystrophy:disease,indication,Memantine:drug,DB01043,DrugBank
32149,3,14202,-0.37743043899536133,False,Duchenne muscular dystrophy:disease,indication,Labetalol:drug,DB00598,DrugBank
32149,3,14194,-0.38068389892578125,False,Duchenne muscular dystrophy:disease,indication,Methotrexate:drug,DB00563,DrugBank
32149,3,14945,-0.3821439743041992,False,Duchenne muscular dystrophy:disease,indication,Sorafenib:drug,DB00398,DrugBank
32149,3,14729,-0.3908257484436035,False,Duchenne muscular dystrophy:disease,indication,Cimetidine:drug,DB00501,DrugBank
32149,3,15466,-0.39144325256347656,False,Duchenne muscular dystrophy:disease,indication,Acetazolamide:drug,DB00819,DrugBank
32149,3,14330,-0.39386749267578125,False,Duchenne muscular dystrophy:disease,indication,Fosphenytoin:drug,DB01320,DrugBank
32149,3,14748,-0.4021792411804199,False,Duchenne muscular dystrophy:disease,indication,Propacetamol:drug,DB09288,DrugBank
32149,3,16842,-0.4031229019165039,False,Duchenne muscular dystrophy:disease,indication,Pramipexole:drug,DB00413,DrugBank
32149,3,15174,-0.4043269157409668,False,Duchenne muscular dystrophy:disease,indication,Metamfetamine:drug,DB01577,DrugBank
32149,3,16793,-0.4055595397949219,False,Duchenne muscular dystrophy:disease,indication,Chlorothiazide:drug,DB00880,DrugBank
32149,3,14240,-0.40768861770629883,False,Duchenne muscular dystrophy:disease,indication,Indapamide:drug,DB00808,DrugBank
32149,3,14024,-0.4101881980895996,False,Duchenne muscular dystrophy:disease,indication,Prednisone:drug,DB00635,DrugBank
32149,3,14279,-0.4107637405395508,False,Duchenne muscular dystrophy:disease,indication,Sulfamethoxazole:drug,DB01015,DrugBank
32149,3,15430,-0.41432762145996094,False,Duchenne muscular dystrophy:disease,indication,Pentobarbital:drug,DB00312,DrugBank
32149,3,14587,-0.4148836135864258,False,Duchenne muscular dystrophy:disease,indication,Ethanol:drug,DB00898,DrugBank
32149,3,14198,-0.41744327545166016,False,Duchenne muscular dystrophy:disease,indication,Clonidine:drug,DB00575,DrugBank
32149,3,14884,-0.419461727142334,False,Duchenne muscular dystrophy:disease,indication,Phenelzine:drug,DB00780,DrugBank
32149,3,14962,-0.4269537925720215,False,Duchenne muscular dystrophy:disease,indication,Trazodone:drug,DB00656,DrugBank
32149,3,14150,-0.427093505859375,False,Duchenne muscular dystrophy:disease,indication,Morphine:drug,DB00295,DrugBank
32149,3,14331,-0.4274730682373047,False,Duchenne muscular dystrophy:disease,indication,Polythiazide:drug,DB01324,DrugBank
32149,3,15095,-0.43024778366088867,False,Duchenne muscular dystrophy:disease,indication,Timolol:drug,DB00373,DrugBank
32149,3,14540,-0.4318876266479492,False,Duchenne muscular dystrophy:disease,indication,Amoxapine:drug,DB00543,DrugBank
32149,3,14217,-0.43312549591064453,False,Duchenne muscular dystrophy:disease,indication,Furosemide:drug,DB00695,DrugBank
32149,3,14380,-0.4332571029663086,False,Duchenne muscular dystrophy:disease,indication,Asenapine:drug,DB06216,DrugBank
32149,3,15117,-0.43807554244995117,False,Duchenne muscular dystrophy:disease,indication,Trimipramine:drug,DB00726,DrugBank
32149,3,15333,-0.43883705139160156,False,Duchenne muscular dystrophy:disease,indication,Rasagiline:drug,DB01367,DrugBank
32149,3,14144,-0.43944549560546875,False,Duchenne muscular dystrophy:disease,indication,Topiramate:drug,DB00273,DrugBank
32149,3,14235,-0.4430694580078125,False,Duchenne muscular dystrophy:disease,indication,Estradiol:drug,DB00783,DrugBank
32149,3,14899,-0.4433279037475586,False,Duchenne muscular dystrophy:disease,indication,Sumatriptan:drug,DB00669,DrugBank
32149,3,14610,-0.4434080123901367,False,Duchenne muscular dystrophy:disease,indication,Ketamine:drug,DB01221,DrugBank
32149,3,15840,-0.44572019577026367,False,Duchenne muscular dystrophy:disease,indication,Digoxin:drug,DB00390,DrugBank
32149,3,15297,-0.44652700424194336,False,Duchenne muscular dystrophy:disease,indication,Secobarbital:drug,DB00418,DrugBank
32149,3,15542,-0.44722795486450195,False,Duchenne muscular dystrophy:disease,indication,Milnacipran:drug,DB04896,DrugBank
32149,3,14320,-0.4485044479370117,False,Duchenne muscular dystrophy:disease,indication,Dexamethasone:drug,DB01234,DrugBank
32149,3,15089,-0.4505195617675781,False,Duchenne muscular dystrophy:disease,indication,Codeine:drug,DB00318,DrugBank
32149,3,15137,-0.4514942169189453,False,Duchenne muscular dystrophy:disease,indication,Tolterodine:drug,DB01036,DrugBank
32149,3,15835,-0.45162343978881836,False,Duchenne muscular dystrophy:disease,indication,Methylphenobarbital:drug,DB00849,DrugBank
32149,3,15434,-0.4558138847351074,False,Duchenne muscular dystrophy:disease,indication,Trimethadione:drug,DB00347,DrugBank
32149,3,14208,-0.46005678176879883,False,Duchenne muscular dystrophy:disease,indication,Testosterone:drug,DB00624,DrugBank
32149,3,14184,-0.46158933639526367,False,Duchenne muscular dystrophy:disease,indication,Ritonavir:drug,DB00503,DrugBank
32149,3,14880,-0.4629964828491211,False,Duchenne muscular dystrophy:disease,indication,Nicotine:drug,DB00184,DrugBank
32149,3,14991,-0.46772336959838867,False,Duchenne muscular dystrophy:disease,indication,Cilostazol:drug,DB01166,DrugBank
32149,3,15094,-0.4701080322265625,False,Duchenne muscular dystrophy:disease,indication,Mirtazapine:drug,DB00370,DrugBank
32149,3,15101,-0.4707674980163574,False,Duchenne muscular dystrophy:disease,indication,Celecoxib:drug,DB00482,DrugBank
32149,3,14188,-0.4709439277648926,False,Duchenne muscular dystrophy:disease,indication,Ciprofloxacin:drug,DB00537,DrugBank
32149,3,14964,-0.47435712814331055,False,Duchenne muscular dystrophy:disease,indication,Mycophenolate mofetil:drug,DB00688,DrugBank
32149,3,14702,-0.47693395614624023,False,Duchenne muscular dystrophy:disease,indication,Ranitidine:drug,DB00863,DrugBank
32149,3,14322,-0.4775838851928711,False,Duchenne muscular dystrophy:disease,indication,Sevoflurane:drug,DB01236,DrugBank
32149,3,15456,-0.47803592681884766,False,Duchenne muscular dystrophy:disease,indication,Amphotericin B:drug,DB00681,DrugBank
32149,3,15126,-0.47992992401123047,False,Duchenne muscular dystrophy:disease,indication,Donepezil:drug,DB00843,DrugBank
32149,3,15781,-0.4816727638244629,False,Duchenne muscular dystrophy:disease,indication,Acetylsalicylic acid:drug,DB00945,DrugBank
32149,3,15306,-0.4823451042175293,False,Duchenne muscular dystrophy:disease,indication,Tizanidine:drug,DB00697,DrugBank
32149,3,14020,-0.4943809509277344,False,Duchenne muscular dystrophy:disease,indication,Fluticasone propionate:drug,DB00588,DrugBank
32149,3,15451,-0.49556636810302734,False,Duchenne muscular dystrophy:disease,indication,Bisoprolol:drug,DB00612,DrugBank
32149,3,14511,-0.4956512451171875,False,Duchenne muscular dystrophy:disease,indication,Dantrolene:drug,DB01219,DrugBank
32149,3,14487,-0.49646949768066406,False,Duchenne muscular dystrophy:disease,indication,Magnesium:drug,DB14513,DrugBank
32149,3,14245,-0.49747419357299805,False,Duchenne muscular dystrophy:disease,indication,Diazepam:drug,DB00829,DrugBank
32149,3,14263,-0.49852895736694336,False,Duchenne muscular dystrophy:disease,indication,Salmeterol:drug,DB00938,DrugBank
32149,3,14481,-0.503570556640625,False,Duchenne muscular dystrophy:disease,indication,Estradiol cypionate:drug,DB13954,DrugBank
32149,3,14483,-0.5074982643127441,False,Duchenne muscular dystrophy:disease,indication,Estradiol valerate:drug,DB13956,DrugBank
32149,3,14313,-0.5081462860107422,False,Duchenne muscular dystrophy:disease,indication,Arsenic trioxide:drug,DB01169,DrugBank
32149,3,15104,-0.5081586837768555,False,Duchenne muscular dystrophy:disease,indication,Dextromethorphan:drug,DB00514,DrugBank
32149,3,14233,-0.5086345672607422,False,Duchenne muscular dystrophy:disease,indication,Hydroflumethiazide:drug,DB00774,DrugBank
32149,3,15150,-0.5103178024291992,False,Duchenne muscular dystrophy:disease,indication,Propafenone:drug,DB01182,DrugBank
32149,3,14505,-0.5103902816772461,False,Duchenne muscular dystrophy:disease,indication,Mephenytoin:drug,DB00532,DrugBank
32149,3,14881,-0.5105319023132324,False,Duchenne muscular dystrophy:disease,indication,Phenylephrine:drug,DB00388,DrugBank
32149,3,14061,-0.5115509033203125,False,Duchenne muscular dystrophy:disease,indication,Diclofenac:drug,DB00586,DrugBank
32149,3,14019,-0.5124940872192383,False,Duchenne muscular dystrophy:disease,indication,Betamethasone:drug,DB00443,DrugBank
32149,3,15982,-0.5131044387817383,False,Duchenne muscular dystrophy:disease,indication,Sulfasalazine:drug,DB00795,DrugBank
32149,3,15192,-0.5152177810668945,False,Duchenne muscular dystrophy:disease,indication,Lofexidine:drug,DB04948,DrugBank
32149,3,14272,-0.5156154632568359,False,Duchenne muscular dystrophy:disease,indication,Formoterol:drug,DB00983,DrugBank
32149,3,14914,-0.5171031951904297,False,Duchenne muscular dystrophy:disease,indication,Procarbazine:drug,DB01168,DrugBank
32149,3,14762,-0.5174694061279297,False,Duchenne muscular dystrophy:disease,indication,Bendroflumethiazide:drug,DB00436,DrugBank
32149,3,14238,-0.519996166229248,False,Duchenne muscular dystrophy:disease,indication,Naproxen:drug,DB00788,DrugBank
32149,3,14139,-0.5210895538330078,False,Duchenne muscular dystrophy:disease,indication,Benzatropine:drug,DB00245,DrugBank
32149,3,14287,-0.52215576171875,False,Duchenne muscular dystrophy:disease,indication,Ibuprofen:drug,DB01050,DrugBank
32149,3,14228,-0.5229473114013672,False,Duchenne muscular dystrophy:disease,indication,Isoflurane:drug,DB00753,DrugBank
32149,3,14163,-0.525242805480957,False,Duchenne muscular dystrophy:disease,indication,Diltiazem:drug,DB00343,DrugBank
32149,3,14207,-0.52691650390625,False,Duchenne muscular dystrophy:disease,indication,Imatinib:drug,DB00619,DrugBank
32149,3,15842,-0.527256965637207,False,Duchenne muscular dystrophy:disease,indication,Mycophenolic acid:drug,DB01024,DrugBank
32149,3,14154,-0.5275707244873047,False,Duchenne muscular dystrophy:disease,indication,Acetaminophen:drug,DB00316,DrugBank
32149,3,14137,-0.5276060104370117,False,Duchenne muscular dystrophy:disease,indication,Butabarbital:drug,DB00237,DrugBank
32149,3,15211,-0.5287895202636719,False,Duchenne muscular dystrophy:disease,indication,Desvenlafaxine:drug,DB06700,DrugBank
32149,3,20169,-0.5295038223266602,False,Duchenne muscular dystrophy:disease,indication,Magnesium sulfate:drug,DB00653,DrugBank
32149,3,15222,-0.5307350158691406,False,Duchenne muscular dystrophy:disease,indication,Levomilnacipran:drug,DB08918,DrugBank
32149,3,15035,-0.5313162803649902,False,Duchenne muscular dystrophy:disease,indication,Vortioxetine:drug,DB09068,DrugBank
32149,3,14763,-0.5322227478027344,False,Duchenne muscular dystrophy:disease,indication,Trichlormethiazide:drug,DB01021,DrugBank
32149,3,15075,-0.5334897041320801,False,Duchenne muscular dystrophy:disease,indication,Cevimeline:drug,DB00185,DrugBank
32149,3,15493,-0.5357789993286133,False,Duchenne muscular dystrophy:disease,indication,Bromocriptine:drug,DB01200,DrugBank
32149,3,14209,-0.5364284515380859,False,Duchenne muscular dystrophy:disease,indication,Efavirenz:drug,DB00625,DrugBank
32149,3,14544,-0.5407309532165527,False,Duchenne muscular dystrophy:disease,indication,Bupropion:drug,DB01156,DrugBank
32149,3,15165,-0.5413093566894531,False,Duchenne muscular dystrophy:disease,indication,Methotrimeprazine:drug,DB01403,DrugBank
32149,3,20751,-0.5423574447631836,False,Duchenne muscular dystrophy:disease,indication,Cyclopenthiazide:drug,DB13532,DrugBank
32149,3,16788,-0.5511398315429688,False,Duchenne muscular dystrophy:disease,indication,Methyclothiazide:drug,DB00232,DrugBank
32149,3,14028,-0.5528192520141602,False,Duchenne muscular dystrophy:disease,indication,Hydrocortisone:drug,DB00741,DrugBank
32149,3,14869,-0.5541343688964844,False,Duchenne muscular dystrophy:disease,indication,Clevidipine:drug,DB04920,DrugBank
32149,3,15006,-0.5587158203125,False,Duchenne muscular dystrophy:disease,indication,Iloperidone:drug,DB04946,DrugBank
32149,3,15002,-0.558931827545166,False,Duchenne muscular dystrophy:disease,indication,Sunitinib:drug,DB01268,DrugBank
32149,3,14216,-0.559199333190918,False,Duchenne muscular dystrophy:disease,indication,Warfarin:drug,DB00682,DrugBank
32149,3,14807,-0.5595283508300781,False,Duchenne muscular dystrophy:disease,indication,Epinephrine:drug,DB00668,DrugBank
32149,3,14034,-0.5601816177368164,False,Duchenne muscular dystrophy:disease,indication,Budesonide:drug,DB01222,DrugBank
32149,3,15834,-0.5614566802978516,False,Duchenne muscular dystrophy:disease,indication,Thiopental:drug,DB00599,DrugBank
32149,3,14182,-0.5622968673706055,False,Duchenne muscular dystrophy:disease,indication,Oxycodone:drug,DB00497,DrugBank
32149,3,15077,-0.5635638236999512,False,Duchenne muscular dystrophy:disease,indication,Bortezomib:drug,DB00188,DrugBank
32149,3,14582,-0.5654420852661133,False,Duchenne muscular dystrophy:disease,indication,Nadolol:drug,DB01203,DrugBank
32149,3,14447,-0.5670104026794434,False,Duchenne muscular dystrophy:disease,indication,Pitolisant:drug,DB11642,DrugBank
32149,3,15144,-0.5695033073425293,False,Duchenne muscular dystrophy:disease,indication,Rabeprazole:drug,DB01129,DrugBank
32149,3,15914,-0.576141357421875,False,Duchenne muscular dystrophy:disease,indication,Minocycline:drug,DB01017,DrugBank
32149,3,15114,-0.5770072937011719,False,Duchenne muscular dystrophy:disease,indication,Thioridazine:drug,DB00679,DrugBank
32149,3,14942,-0.5786361694335938,False,Duchenne muscular dystrophy:disease,indication,Terfenadine:drug,DB00342,DrugBank
32149,3,15614,-0.5787792205810547,False,Duchenne muscular dystrophy:disease,indication,Vilanterol:drug,DB09082,DrugBank
32149,3,15184,-0.579503059387207,False,Duchenne muscular dystrophy:disease,indication,Flunarizine:drug,DB04841,DrugBank
32149,3,14023,-0.5800185203552246,False,Duchenne muscular dystrophy:disease,indication,Triamcinolone:drug,DB00620,DrugBank
32149,3,14937,-0.5807161331176758,False,Duchenne muscular dystrophy:disease,indication,Sildenafil:drug,DB00203,DrugBank
32149,3,14275,-0.5831499099731445,False,Duchenne muscular dystrophy:disease,indication,Doxorubicin:drug,DB00997,DrugBank
32149,3,14485,-0.5839910507202148,False,Duchenne muscular dystrophy:disease,indication,Aripiprazole lauroxil:drug,DB14185,DrugBank
32149,3,15177,-0.5844888687133789,False,Duchenne muscular dystrophy:disease,indication,Zuclopenthixol:drug,DB01624,DrugBank
32149,3,16855,-0.5857949256896973,False,Duchenne muscular dystrophy:disease,indication,Methylphenidate:drug,DB00422,DrugBank
32149,3,14845,-0.5867414474487305,False,Duchenne muscular dystrophy:disease,indication,Procaine:drug,DB00721,DrugBank
32149,3,15837,-0.5869531631469727,False,Duchenne muscular dystrophy:disease,indication,Methsuximide:drug,DB05246,DrugBank
32149,3,15856,-0.5887823104858398,False,Duchenne muscular dystrophy:disease,indication,Naltrexone:drug,DB00704,DrugBank
32149,3,15449,-0.5888509750366211,False,Duchenne muscular dystrophy:disease,indication,Ethosuximide:drug,DB00593,DrugBank
32149,3,14608,-0.5892887115478516,False,Duchenne muscular dystrophy:disease,indication,Ifosfamide:drug,DB01181,DrugBank
32149,3,14656,-0.5902853012084961,False,Duchenne muscular dystrophy:disease,indication,Cannabidiol:drug,DB09061,DrugBank
32149,3,14299,-0.5911064147949219,False,Duchenne muscular dystrophy:disease,indication,Sertraline:drug,DB01104,DrugBank
32149,3,14148,-0.5934009552001953,False,Duchenne muscular dystrophy:disease,indication,Atomoxetine:drug,DB00289,DrugBank
32149,3,14900,-0.594907283782959,False,Duchenne muscular dystrophy:disease,indication,Almotriptan:drug,DB00918,DrugBank
32149,3,15231,-0.5953445434570312,False,Duchenne muscular dystrophy:disease,indication,Stiripentol:drug,DB09118,DrugBank
32149,3,14973,-0.5953578948974609,False,Duchenne muscular dystrophy:disease,indication,Mifepristone:drug,DB00834,DrugBank
32149,3,15205,-0.5974583625793457,False,Duchenne muscular dystrophy:disease,indication,Pazopanib:drug,DB06589,DrugBank
32149,3,14981,-0.6002049446105957,False,Duchenne muscular dystrophy:disease,indication,Buprenorphine:drug,DB00921,DrugBank
32149,3,14479,-0.6011075973510742,False,Duchenne muscular dystrophy:disease,indication,Estradiol acetate:drug,DB13952,DrugBank
32149,3,14281,-0.6018390655517578,False,Duchenne muscular dystrophy:disease,indication,Ketoconazole:drug,DB01026,DrugBank
32149,3,14940,-0.6052951812744141,False,Duchenne muscular dystrophy:disease,indication,Lidocaine:drug,DB00281,DrugBank
32149,3,14611,-0.6075811386108398,False,Duchenne muscular dystrophy:disease,indication,Hexobarbital:drug,DB01355,DrugBank
32149,3,14168,-0.6089587211608887,False,Duchenne muscular dystrophy:disease,indication,Spironolactone:drug,DB00421,DrugBank
32149,3,15201,-0.6115808486938477,False,Duchenne muscular dystrophy:disease,indication,Dapagliflozin:drug,DB06292,DrugBank
32149,3,14668,-0.6116085052490234,False,Duchenne muscular dystrophy:disease,indication,Bumetanide:drug,DB00887,DrugBank
32149,3,14843,-0.6150617599487305,False,Duchenne muscular dystrophy:disease,indication,Nizatidine:drug,DB00585,DrugBank
32149,3,15484,-0.6152267456054688,False,Duchenne muscular dystrophy:disease,indication,Sibutramine:drug,DB01105,DrugBank
32149,3,14220,-0.6158633232116699,False,Duchenne muscular dystrophy:disease,indication,Apomorphine:drug,DB00714,DrugBank
32149,3,14701,-0.6190624237060547,False,Duchenne muscular dystrophy:disease,indication,Mefloquine:drug,DB00358,DrugBank
32149,3,14060,-0.6195459365844727,False,Duchenne muscular dystrophy:disease,indication,Levothyroxine:drug,DB00451,DrugBank
32149,3,15426,-0.6204681396484375,False,Duchenne muscular dystrophy:disease,indication,Isradipine:drug,DB00270,DrugBank
32149,3,15475,-0.6253623962402344,False,Duchenne muscular dystrophy:disease,indication,Felbamate:drug,DB00949,DrugBank
32149,3,15416,-0.6299233436584473,False,Duchenne muscular dystrophy:disease,indication,Lorazepam:drug,DB00186,DrugBank
32149,3,14165,-0.6302642822265625,False,Duchenne muscular dystrophy:disease,indication,Rosiglitazone:drug,DB00412,DrugBank
32149,3,15090,-0.6307764053344727,False,Duchenne muscular dystrophy:disease,indication,Clobazam:drug,DB00349,DrugBank
32149,3,14406,-0.630925178527832,False,Duchenne muscular dystrophy:disease,indication,Mirabegron:drug,DB08893,DrugBank
32149,3,14346,-0.6314339637756348,False,Duchenne muscular dystrophy:disease,indication,Lopinavir:drug,DB01601,DrugBank
32149,3,15111,-0.6318178176879883,False,Duchenne muscular dystrophy:disease,indication,Dexmedetomidine:drug,DB00633,DrugBank
32149,3,14913,-0.6325263977050781,False,Duchenne muscular dystrophy:disease,indication,Trifluoperazine:drug,DB00831,DrugBank
32149,3,14309,-0.6335954666137695,False,Duchenne muscular dystrophy:disease,indication,Levofloxacin:drug,DB01137,DrugBank
